Ticker,Screening_Date,Sector,Missing_Feature_Count,Missing_Features_List
MSCI,2023-12-31,Financial Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
MSI,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
MTD,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NDAQ,2023-12-31,Financial Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NDSN,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NEE,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NFLX,2023-12-31,Communication Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NI,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NOC,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NOW,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NRG,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NSC,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NUE,2023-12-31,Basic Materials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NVDA,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NVR,2023-12-31,Consumer Cyclical,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
NXPI,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
ODFL,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
OKE,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
OMC,2023-12-31,Communication Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
ON,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
ORLY,2023-12-31,Consumer Cyclical,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
OTIS,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
OXY,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PCAR,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PCG,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PEG,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PEP,2023-12-31,Consumer Defensive,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PFE,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PHM,2023-12-31,Consumer Cyclical,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PKG,2023-12-31,Consumer Cyclical,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PNR,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PNW,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
POOL,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PPG,2023-12-31,Basic Materials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PPL,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PSA,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PWR,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
PYPL,2023-12-31,Financial Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
REGN,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
ROL,2023-12-31,Consumer Cyclical,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
ROP,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
RSG,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
RTX,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
RVTY,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
SATS,2023-12-31,Communication Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
SBAC,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
SHW,2023-12-31,Basic Materials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
SLB,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
SNA,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
SNPS,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
SO,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
SPG,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
SPGI,2023-12-31,Financial Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
SRE,2023-12-31,Utilities,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
STLD,2023-12-31,Basic Materials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
SWK,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
SYK,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TDY,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TER,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TGT,2023-12-31,Consumer Defensive,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TMO,2023-12-31,Healthcare,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TMUS,2023-12-31,Communication Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TPL,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TRGP,2023-12-31,Energy,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TRMB,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TROW,2023-12-31,Financial Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TSCO,2023-12-31,Consumer Cyclical,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TSLA,2023-12-31,Consumer Cyclical,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TT,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TTD,2023-12-31,Communication Services,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TXN,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TXT,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
TYL,2023-12-31,Technology,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
UAL,2023-12-31,Industrials,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
UDR,2023-12-31,Real Estate,11,"Cash_Ratio_Improving, FCF_Growing, FCF_Growing_Sustained, Net_Income_Growth_Gt_8pct, Sales_Growth_Gt_RnD_Growth, Sales_Growing_Sustained, Op_Margin_Gt_Hist_Avg, Growth_Above_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry, Margin_Gt_Industry_Sustained"
